text,disease
pain in head dizziness loss of balance lack of concentration,Hypertension 
headache tightness in chest loss of balance lack of concentration,Hypertension 
pain in head tightness in chest loss of balance lack of concentration,Hypertension 
heavy head pain in chest loss of balance lack of concentration,Hypertension 
head pain heart pain loss of balance lack of concentration,Hypertension 
acidity indigestion head pain blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,Migraine
acidity indigestion heavy head blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,Migraine
acidity indigestion heavy head blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,Migraine
acidity indigestion pain in head blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,Migraine
indigestion heavy head blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,Migraine
indigestion pain in head blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,Migraine
indigestion headache blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,Migraine
indigestion pain in head blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,Migraine
acidity pain in head blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,Migraine
acidity head pain blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,Migraine
acidity head pain blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,Migraine
acidity head pain blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,Migraine
acidity indigestion blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,Migraine
acidity indigestion blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,Migraine
acidity indigestion blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,Migraine
acidity indigestion blurred and distorted vision excessive hunger stiff neck depression irritability visual disturbances,Migraine
acidity indigestion headache excessive hunger stiff neck depression irritability visual disturbances,Migraine
acidity indigestion heavy head excessive hunger stiff neck depression irritability visual disturbances,Migraine
acidity indigestion pain in head excessive hunger stiff neck depression irritability visual disturbances,Migraine
acidity indigestion pain in head excessive hunger stiff neck depression irritability visual disturbances,Migraine
acidity indigestion headache blurred and distorted vision stiff neck depression irritability visual disturbances,Migraine
acidity indigestion head pain blurred and distorted vision stiff neck depression irritability visual disturbances,Migraine
acidity indigestion pain in head blurred and distorted vision stiff neck depression irritability visual disturbances,Migraine
acidity indigestion head pain blurred and distorted vision stiff neck depression irritability visual disturbances,Migraine
acidity indigestion head pain blurred and distorted vision excessive hunger depression irritability visual disturbances,Migraine
acidity indigestion pain in head blurred and distorted vision excessive hunger depression irritability visual disturbances,Migraine
acidity indigestion heavy head blurred and distorted vision excessive hunger depression irritability visual disturbances,Migraine
acidity indigestion head pain blurred and distorted vision excessive hunger depression irritability visual disturbances,Migraine
acidity indigestion headache blurred and distorted vision excessive hunger stiff neck irritability visual disturbances,Migraine
acidity indigestion pain in head blurred and distorted vision excessive hunger stiff neck irritability visual disturbances,Migraine
acidity indigestion heavy head blurred and distorted vision excessive hunger stiff neck irritability visual disturbances,Migraine
acidity indigestion headache blurred and distorted vision excessive hunger stiff neck irritability visual disturbances,Migraine
acidity indigestion headache blurred and distorted vision excessive hunger stiff neck depression visual disturbances,Migraine
acidity indigestion head pain blurred and distorted vision excessive hunger stiff neck depression visual disturbances,Migraine
acidity indigestion head pain blurred and distorted vision excessive hunger stiff neck depression visual disturbances,Migraine
acidity indigestion head pain blurred and distorted vision excessive hunger stiff neck depression visual disturbances,Migraine
acidity indigestion pain in head blurred and distorted vision excessive hunger stiff neck depression irritability,Migraine
acidity indigestion headache blurred and distorted vision excessive hunger stiff neck depression irritability,Migraine
acidity indigestion headache blurred and distorted vision excessive hunger stiff neck depression irritability,Migraine
acidity indigestion headache blurred and distorted vision excessive hunger stiff neck depression irritability,Migraine
back pain weakness in limbs neck pain dizziness loss of balance,Cervical spondylosis
back pain weakness in limbs neck pain dizziness loss of balance,Cervical spondylosis
back pain weakness in limbs neck pain dizziness loss of balance,Cervical spondylosis
back pain weakness in limbs neck pain dizziness loss of balance,Cervical spondylosis
back pain weakness in limbs neck pain dizziness loss of balance,Cervical spondylosis
back pain weakness in limbs neck pain dizziness loss of balance,Cervical spondylosis
back pain weakness in limbs neck pain dizziness loss of balance,Cervical spondylosis
back pain weakness in limbs neck pain dizziness loss of balance,Cervical spondylosis
weakness in limbs neck pain dizziness loss of balance,Cervical spondylosis
weakness in limbs neck pain dizziness loss of balance,Cervical spondylosis
weakness in limbs neck pain dizziness loss of balance,Cervical spondylosis
weakness in limbs neck pain dizziness loss of balance,Cervical spondylosis
back pain neck pain dizziness loss of balance,Cervical spondylosis
back pain neck pain dizziness loss of balance,Cervical spondylosis
back pain neck pain dizziness loss of balance,Cervical spondylosis
back pain neck pain dizziness loss of balance,Cervical spondylosis
back pain weakness in limbs dizziness loss of balance,Cervical spondylosis
back pain weakness in limbs dizziness loss of balance,Cervical spondylosis
back pain weakness in limbs dizziness loss of balance,Cervical spondylosis
back pain weakness in limbs dizziness loss of balance,Cervical spondylosis
back pain weakness in limbs neck pain loss of balance,Cervical spondylosis
back pain weakness in limbs neck pain loss of balance,Cervical spondylosis
back pain weakness in limbs neck pain loss of balance,Cervical spondylosis
back pain weakness in limbs neck pain loss of balance,Cervical spondylosis
back pain weakness in limbs neck pain dizziness,Cervical spondylosis
back pain weakness in limbs neck pain dizziness,Cervical spondylosis
back pain weakness in limbs neck pain dizziness,Cervical spondylosis
back pain weakness in limbs neck pain dizziness,Cervical spondylosis
back pain weakness in limbs neck pain dizziness loss of balance,Cervical spondylosis
back pain weakness in limbs neck pain dizziness loss of balance,Cervical spondylosis
back pain weakness in limbs neck pain dizziness loss of balance,Cervical spondylosis
back pain weakness in limbs neck pain dizziness loss of balance,Cervical spondylosis
weakness in limbs neck pain dizziness loss of balance,Cervical spondylosis
weakness in limbs neck pain dizziness loss of balance,Cervical spondylosis
weakness in limbs neck pain dizziness loss of balance,Cervical spondylosis
weakness in limbs neck pain dizziness loss of balance,Cervical spondylosis
back pain neck pain dizziness loss of balance,Cervical spondylosis
back pain neck pain dizziness loss of balance,Cervical spondylosis
back pain neck pain dizziness loss of balance,Cervical spondylosis
back pain neck pain dizziness loss of balance,Cervical spondylosis
feeling like vomiting pain in head weakness of one body side altered sensorium,Paralysis (brain hemorrhage)
throwing up head pain weakness of one body side altered sensorium,Paralysis (brain hemorrhage)
feeling like vomiting pain in head weakness of one body side altered sensorium,Paralysis (brain hemorrhage)
vomiting head pain weakness of one body side altered sensorium,Paralysis (brain hemorrhage)
feeling like vomiting heavy head weakness of one body side altered sensorium,Paralysis (brain hemorrhage)
feeling like vomiting head pain weakness of one body side altered sensorium,Paralysis (brain hemorrhage)
feeling like vomiting heavy head weakness of one body side altered sensorium,Paralysis (brain hemorrhage)
throwing up heavy head weakness of one body side altered sensorium,Paralysis (brain hemorrhage)
pain in head weakness of one body side altered sensorium,Paralysis (brain hemorrhage)
head pain weakness of one body side altered sensorium,Paralysis (brain hemorrhage)
heavy head weakness of one body side altered sensorium,Paralysis (brain hemorrhage)
head pain weakness of one body side altered sensorium,Paralysis (brain hemorrhage)
